pin,class,nbhd,mailed_bldg,mailed_land,mailed_tot,ap_lat,ap_lon,address,char_apts,char_bldg_sf,char_land_sf,char_yrblt,char_use,n_cards,lat,lon,coord_source,arcgis_name,parceltype
16061070830000,211,27010,57564,10436,68000,41.90642221,-87.80526414,1431 N HARLEM AVE,Two,3654.0,5798.0,1955.0,Multi-Family,1.0,41.90641544650825,-87.80523176305353,arcgis_pin14,16061070830000,BaseParcel
16061070840000,210,27010,19204,1796,21000,,,1419 N HARLEM AVE C,,1004.0,998.0,1956.0,Single-Family,1.0,41.9060439378418,-87.80526172271185,arcgis_pin14,16061070840000,BaseParcel
16061070850000,210,27010,19204,1796,21000,,,1421 N HARLEM AVE A,,1004.0,998.0,1957.0,Single-Family,1.0,41.90604513902932,-87.8051977443888,arcgis_pin14,16061070850000,BaseParcel
16061070860000,210,27010,19204,1796,21000,41.9060227,-87.80512954,1421 N HARLEM AVE B,,1004.0,998.0,1956.0,Single-Family,1.0,41.90604636936904,-87.80513373122389,arcgis_pin14,16061070860000,BaseParcel
16061070870000,210,27010,18845,2155,21000,,,1421 N HARLEM AVE C,,999.0,1197.0,1956.0,Single-Family,1.0,41.90601066740753,-87.80506231584855,arcgis_pin14,16061070870000,BaseParcel
16061070880000,201,27010,435,500,935,,,1421 N HARLEM AVE C P,,,,,,,41.906078036112675,-87.80498580953935,arcgis_pin14,16061070880000,BaseParcel
16061070890000,201,27010,435,455,890,,,1421 N HARLEM AVE B P,,,,,,,41.906053361656085,-87.80498494986179,arcgis_pin14,16061070890000,BaseParcel
16061070900000,201,27010,435,455,890,,,1421 N HARLEM AVE A P,,,,,,,41.90602865940184,-87.80498406856591,arcgis_pin14,16061070900000,BaseParcel
16061070910000,201,27010,435,455,890,,,1419 N HARLEM AVE C P,,,,,,,41.906000585550686,-87.80498306777474,arcgis_pin14,16061070910000,BaseParcel
16061070920000,201,27010,435,455,890,,,1419 N HARLEM AVE B P,,,,,,,41.905979282071286,-87.80498229111667,arcgis_pin14,16061070920000,BaseParcel
16061070940000,210,27010,17328,3672,21000,,,1437 N HARLEM AVE A,,1004.0,2040.0,1956.0,Single-Family,1.0,41.906535101258285,-87.80544251667857,arcgis_pin14,16061070940000,BaseParcel
16061070950000,210,27010,19110,1890,21000,41.90653253,-87.805345,1437 N HARLEM AVE B,,999.0,1050.0,1956.0,Single-Family,1.0,41.906562568896376,-87.8053440302797,arcgis_pin14,16061070950000,BaseParcel
16061070960000,210,27010,19110,1890,21000,,,1437 N HARLEM AVE C,,999.0,1050.0,1956.0,Single-Family,1.0,41.906563795072316,-87.80528017913434,arcgis_pin14,16061070960000,BaseParcel
16061070970000,210,27010,19110,1890,21000,,,1439 N HARLEM AVE A,,999.0,1050.0,1956.0,Single-Family,1.0,41.906565021795885,-87.80521634379613,arcgis_pin14,16061070970000,BaseParcel
16061070980000,210,27010,19110,1890,21000,41.90653982,-87.8051475,1439 N HARLEM AVE B,,1004.0,1050.0,1957.0,Single-Family,1.0,41.90656624994643,-87.80515244959034,arcgis_pin14,16061070980000,BaseParcel
16061070990000,210,27010,18732,2268,21000,,,1439 N HARLEM AVE C,,1004.0,1260.0,1957.0,Single-Family,1.0,41.9065391122498,-87.80508120292312,arcgis_pin14,16061070990000,BaseParcel
16061071000000,201,27010,434,569,1003,,,1439 N HARLEM AVE C P,,,,,,,41.90662220022675,-87.80500558853235,arcgis_pin14,16061071000000,BaseParcel
16061071010000,201,27010,435,405,840,,,1439 N HARLEM AVE B P,,,,,,,41.90659656508937,-87.8050046483697,arcgis_pin14,16061071010000,BaseParcel
16061071020000,201,27010,435,405,840,,,1439 N HARLEM AVE A P,,,,,,,41.90656730627684,-87.80500357939712,arcgis_pin14,16061071020000,BaseParcel
16061071030000,201,27010,435,405,840,,,1437 N HARLEM AVE C P,,,,,,,41.906539886848336,-87.8050025935905,arcgis_pin14,16061071030000,BaseParcel
16061071040000,201,27010,435,405,840,,,1437 N HARLEM AVE B P,,,,,,,41.90651419679196,-87.80500165257371,arcgis_pin14,16061071040000,BaseParcel
16061071050000,201,27010,435,511,946,,,1437 N HARLEM AVE A P,,,,,,,41.90648499244749,-87.80500058446695,arcgis_pin14,16061071050000,BaseParcel
16061071070000,210,27010,19204,1796,21000,41.90601786,-87.80531576,1419 N HARLEM AVE B,,1004.0,998.0,1956.0,Single-Family,1.0,41.9060427089529,-87.80532577273131,arcgis_pin14,16061071070000,BaseParcel
16061071080000,210,27010,17090,3910,21000,,,1419 N HARLEM AVE A,,1004.0,2172.0,1956.0,Single-Family,1.0,41.90595057244467,-87.80498122290882,arcgis_pin14,16061071080000,BaseParcel
16061071090000,210,27010,17718,2282,20000,,,1427 N HARLEM AVE A,,1044.0,1268.0,1954.0,Single-Family,1.0,41.90629977204965,-87.80539427220953,arcgis_pin14,16061071090000,BaseParcel
16061071100000,210,27010,17768,2232,20000,41.90631239,-87.80533725,1427 N HARLEM AVE B,,1044.0,1240.0,1954.0,Single-Family,1.0,41.906319553688526,-87.80546248027001,arcgis_pin14,16061071100000,BaseParcel
16061071110000,210,27010,17768,2232,20000,,,1427 N HARLEM AVE C,,1044.0,1240.0,1954.0,Single-Family,1.0,41.90628509631986,-87.80499335962321,arcgis_pin14,16061071110000,BaseParcel
16061071120000,210,27010,17768,2232,20000,,,1429 N HARLEM AVE A,,1044.0,1240.0,1954.0,Single-Family,1.0,41.90630607704386,-87.80520707694231,arcgis_pin14,16061071120000,BaseParcel
16061071130000,210,27010,17754,2246,20000,41.90631421,-87.80513947,1429 N HARLEM AVE B,,1044.0,1248.0,1954.0,Single-Family,1.0,41.90632849420663,-87.80499493910669,arcgis_pin14,16061071130000,BaseParcel
16061071140000,210,27010,17730,2270,20000,,,1429 N HARLEM AVE C,,1044.0,1261.0,1954.0,Single-Family,1.0,41.90623037930958,-87.8054594222377,arcgis_pin14,16061071140000,BaseParcel
16061071150000,210,27010,16197,3803,20000,,,1423 N HARLEM AVE A,,1044.0,2113.0,1954.0,Single-Family,1.0,41.906101970291346,-87.80498670169248,arcgis_pin14,16061071150000,BaseParcel
16061071160000,210,27010,18069,1931,20000,41.90613581,-87.80532436,1423 N HARLEM AVE B,,1044.0,1073.0,1954.0,Single-Family,1.0,41.906193670602946,-87.804990037985,arcgis_pin14,16061071160000,BaseParcel
16061071170000,210,27010,18069,1931,20000,,,1423 N HARLEM AVE C,,1044.0,1073.0,1954.0,Single-Family,1.0,41.906126290964444,-87.8052646480352,arcgis_pin14,16061071170000,BaseParcel
16061071180000,210,27010,18069,1931,20000,,,1425 N HARLEM AVE A,,1044.0,1073.0,1954.0,Single-Family,1.0,41.90614791632991,-87.80498841203578,arcgis_pin14,16061071180000,BaseParcel
16061071190000,210,27010,18069,1931,20000,41.90615422,-87.80513183,1425 N HARLEM AVE B,,1044.0,1073.0,1954.0,Single-Family,1.0,41.906125025831905,-87.80498758928815,arcgis_pin14,16061071190000,BaseParcel
16061071200000,210,27010,18025,1975,20000,,,1425 N HARLEM AVE C,,1044.0,1097.0,1954.0,Single-Family,1.0,41.906147143257016,-87.80506720376117,arcgis_pin14,16061071200000,BaseParcel
16061080010000,EX,27010,0,0,0,,,1100 GREENFIELD ST,,,,,,,41.90617186244914,-87.80218100425085,arcgis_pin14,16061080010000,BaseParcel
16061090010000,206,27010,66890,16110,83000,41.90695551,-87.79992133,1147 WOODBINE AVE,,2794.0,8950.0,1928.0,Single-Family,1.0,41.90696107120067,-87.79999795874636,arcgis_pin14,16061090010000,BaseParcel
16061090020000,206,27010,101890,16110,118000,41.90683818,-87.7999223,1143 WOODBINE AVE,,4148.0,8950.0,1928.0,Single-Family,1.0,41.90682309804494,-87.79999355805273,arcgis_pin14,16061090020000,BaseParcel
16061090030000,206,27010,82890,16110,99000,41.90671219,-87.79995086,1139 WOODBINE AVE,,3239.0,8950.0,1929.0,Single-Family,1.0,41.90668611224069,-87.79998917045376,arcgis_pin14,16061090030000,BaseParcel
16061090040000,206,27010,73890,16110,90000,41.90655932,-87.79987747,1135 WOODBINE AVE,,3233.0,8950.0,1935.0,Single-Family,1.0,41.90654915462211,-87.79998478104983,arcgis_pin14,16061090040000,BaseParcel
16061090050000,206,27010,95890,16110,112000,41.90643604,-87.79985885,1131 WOODBINE AVE,,3623.0,8950.0,1929.0,Single-Family,1.0,41.90641211372176,-87.79998039029483,arcgis_pin14,16061090050000,BaseParcel
16061090060000,206,27010,73890,16110,90000,41.90628959,-87.79990329,1127 WOODBINE AVE,,2886.0,8950.0,1931.0,Single-Family,1.0,41.90627512880785,-87.7999760042822,arcgis_pin14,16061090060000,BaseParcel
16061090070000,206,27010,84890,16110,101000,41.90613984,-87.79986918,1123 WOODBINE AVE,,3070.0,8950.0,1939.0,Single-Family,1.0,41.90613808852185,-87.79997163352371,arcgis_pin14,16061090070000,BaseParcel
16061090080000,206,27010,87890,16110,104000,41.90601078,-87.79987025,1119 WOODBINE AVE,,3589.0,8950.0,1928.0,Single-Family,1.0,41.90600110315113,-87.79996724753721,arcgis_pin14,16061090080000,BaseParcel
16061090090000,206,27010,68890,16110,85000,41.90588466,-87.7998713,1115 WOODBINE AVE,,2319.0,8950.0,1937.0,Single-Family,1.0,41.905864062687854,-87.79996285685866,arcgis_pin14,16061090090000,BaseParcel
16061090100000,206,27010,75890,16110,92000,41.90574378,-87.79985283,1111 WOODBINE AVE,,2211.0,8950.0,1935.0,Single-Family,1.0,41.9057270773105,-87.79995848771053,arcgis_pin14,16061090100000,BaseParcel
16061090110000,205,27010,65890,16110,82000,41.90561187,-87.79986965,1107 WOODBINE AVE,,2069.0,8950.0,1925.0,Single-Family,1.0,41.905590037011194,-87.79995411701474,arcgis_pin14,16061090110000,BaseParcel
16061090120000,205,27010,59170,16830,76000,41.9054711,-87.79987475,1103 WOODBINE AVE,,2031.0,9350.0,1926.0,Single-Family,1.0,41.90544997730281,-87.79994962699351,arcgis_pin14,16061090120000,BaseParcel
16061100010000,204,27010,62680,13320,76000,41.90697033,-87.7991873,1146 WOODBINE AVE,,2433.0,7400.0,1954.0,Single-Family,1.0,41.906973364597235,-87.79915352356164,arcgis_pin14,16061100010000,BaseParcel
16061100020000,204,27010,44680,13320,58000,41.90684408,-87.79916085,1142 WOODBINE AVE,,1816.0,7400.0,1953.0,Single-Family,1.0,41.90683632475668,-87.79914917389786,arcgis_pin14,16061100020000,BaseParcel
16061100030000,205,27010,68680,13320,82000,41.90671545,-87.79925229,1138 WOODBINE AVE,,2184.0,7400.0,1936.0,Single-Family,1.0,41.906699201805665,-87.79914480819579,arcgis_pin14,16061100030000,BaseParcel
16061100040000,206,27010,71680,13320,85000,41.90656276,-87.7992182,1134 WOODBINE AVE,,2942.0,7400.0,1930.0,Single-Family,1.0,41.906562107037246,-87.79914045817415,arcgis_pin14,16061100040000,BaseParcel
16061100050000,205,27010,57680,13320,71000,41.90643378,-87.79923499,1130 WOODBINE AVE,,2035.0,7400.0,1937.0,Single-Family,1.0,41.90642495752061,-87.79913612604331,arcgis_pin14,16061100050000,BaseParcel
16061100060000,206,27010,74680,13320,88000,41.90630766,-87.79923605,1126 WOODBINE AVE,,2644.0,7400.0,1929.0,Single-Family,1.0,41.90628788930714,-87.79913177715667,arcgis_pin14,16061100060000,BaseParcel
16061100070000,206,27010,73212,13320,86532,41.90614323,-87.79919813,1122 WOODBINE AVE,,3088.0,7400.0,1928.0,Single-Family,1.0,41.90615076724315,-87.7991274288481,arcgis_pin14,16061100070000,BaseParcel
16061100080000,206,27010,84680,13320,98000,41.90602293,-87.79919127,1118 WOODBINE AVE,,2962.0,7400.0,1931.0,Single-Family,1.0,41.90601367173481,-87.79912308134698,arcgis_pin14,16061100080000,BaseParcel
16061100090000,205,27010,52680,13320,66000,41.90587348,-87.79922002,1114 WOODBINE AVE,,1763.0,7400.0,1941.0,Single-Family,1.0,41.905876521862865,-87.7991187106391,arcgis_pin14,16061100090000,BaseParcel
16061100100000,206,27010,65680,13320,79000,41.90575602,-87.7991935,1110 WOODBINE AVE,,2538.0,7400.0,1941.0,Single-Family,1.0,41.90573945470747,-87.79911436398268,arcgis_pin14,16061100100000,BaseParcel
16061100110000,206,27010,72111,13889,86000,41.90562396,-87.79917888,1104 WOODBINE AVE,,2854.0,7716.0,1930.0,Single-Family,1.0,41.905602331729874,-87.79911003302114,arcgis_pin14,16061100110000,BaseParcel
16061100120000,208,27010,128680,13320,142000,41.90548028,-87.79918794,1100 WOODBINE AVE,,4188.0,7400.0,2009.0,Single-Family,1.0,41.905459994510544,-87.7991055287487,arcgis_pin14,16061100120000,BaseParcel
16061100130000,204,27010,54680,13320,68000,41.90697666,-87.79851758,1147 N KENILWORTH AVE,,2331.0,7400.0,1958.0,Single-Family,1.0,41.90698224408248,-87.79854952041573,arcgis_pin14,16061100130000,BaseParcel
16061100140000,204,27010,73680,13320,87000,41.90683875,-87.79850695,1143 N KENILWORTH AVE,,3136.0,7400.0,1930.0,Single-Family,1.0,41.90684517603816,-87.79854519066126,arcgis_pin14,16061100140000,BaseParcel
16061100150000,206,27010,66680,13320,80000,41.90672415,-87.79846468,1139 N KENILWORTH AVE,,2684.0,7400.0,1936.0,Single-Family,1.0,41.9067080814317,-87.7985408611693,arcgis_pin14,16061100150000,BaseParcel
16061100160000,206,27010,69680,13320,83000,41.9065951,-87.79846576,1135 N KENILWORTH AVE,,2806.0,7400.0,1929.0,Single-Family,1.0,41.906570959533724,-87.7985365686807,arcgis_pin14,16061100160000,BaseParcel
16061100170000,206,27010,82680,13320,96000,41.90644845,-87.79846698,1131 N KENILWORTH AVE,,3172.0,7400.0,1928.0,Single-Family,1.0,41.906433836560836,-87.79853225673546,arcgis_pin14,16061100170000,BaseParcel
16061100180000,206,27010,100680,13320,114000,41.90629305,-87.79848007,1127 N KENILWORTH AVE,,3771.0,7400.0,1928.0,Single-Family,1.0,41.90629674211551,-87.7985279294484,arcgis_pin14,16061100180000,BaseParcel
16061100190000,205,27010,58680,13320,72000,41.90617279,-87.79848107,1123 N KENILWORTH AVE,,2163.0,7400.0,1928.0,Single-Family,1.0,41.90615964659544,-87.79852361730437,arcgis_pin14,16061100190000,BaseParcel
16061100200000,206,27010,69680,13320,83000,41.9060584,-87.79848203,1119 N KENILWORTH AVE,,2791.0,7400.0,1928.0,Single-Family,1.0,41.90602252468417,-87.79851932487719,arcgis_pin14,16061100200000,BaseParcel
16061100210000,205,27010,65680,13320,79000,41.90591756,-87.79847141,1115 N KENILWORTH AVE,,2144.0,7400.0,1927.0,Single-Family,1.0,41.90588540259826,-87.79851499570711,arcgis_pin14,16061100210000,BaseParcel
16061100220000,206,27010,71680,13320,85000,41.90577089,-87.79846871,1111 N KENILWORTH AVE,,2548.0,7400.0,1927.0,Single-Family,1.0,41.90574830706823,-87.79851066630533,arcgis_pin14,16061100220000,BaseParcel
16061100230000,206,27010,93680,13320,107000,41.90561557,-87.79849751,1107 N KENILWORTH AVE,,3398.0,7400.0,1928.0,Single-Family,1.0,41.90561121260626,-87.7985063737035,arcgis_pin14,16061100230000,BaseParcel
16061100240000,204,27010,65217,13783,79000,41.90549241,-87.7985064,1101 N KENILWORTH AVE,,2460.0,7657.0,1928.0,Single-Family,1.0,41.905471976252365,-87.7985019912682,arcgis_pin14,16061100240000,BaseParcel
16061110010000,205,27010,59600,14400,74000,41.90697381,-87.79768089,1146 N KENILWORTH AVE,,2054.0,8000.0,1938.0,Single-Family,1.0,41.9069963672596,-87.79756421633097,arcgis_pin14,16061110010000,BaseParcel
16061110020000,205,27010,71600,14400,86000,41.90685049,-87.79768192,1140 N KENILWORTH AVE,,1986.0,8000.0,1930.0,Single-Family,1.0,41.906859274519334,-87.79756027571534,arcgis_pin14,16061110020000,BaseParcel
16061110030000,206,27010,76600,14400,91000,41.90674004,-87.79766581,1138 N KENILWORTH AVE,,2214.0,8000.0,1929.0,Single-Family,1.0,41.90672215369494,-87.7975563329097,arcgis_pin14,16061110030000,BaseParcel
16061110040000,206,27010,63600,14400,78000,41.90659076,-87.79771052,1132 N KENILWORTH AVE,,2588.0,8000.0,1930.0,Single-Family,1.0,41.9065851154137,-87.7975524100665,arcgis_pin14,16061110040000,BaseParcel
16061110050000,206,27010,73600,14400,88000,41.90644797,-87.7977029,1130 N KENILWORTH AVE,,2928.0,8000.0,1929.0,Single-Family,1.0,41.90644799475406,-87.79754846876058,arcgis_pin14,16061110050000,BaseParcel
16061110060000,205,27010,64600,14400,79000,41.90631169,-87.79770404,1126 N KENILWORTH AVE,,2129.0,8000.0,1920.0,Single-Family,1.0,41.90631087391692,-87.79754452612542,arcgis_pin14,16061110060000,BaseParcel
16061110070000,206,27010,92600,14400,107000,41.90616226,-87.79766183,1122 N KENILWORTH AVE,,3382.0,8000.0,1938.0,Single-Family,1.0,41.90617378116013,-87.79754060329424,arcgis_pin14,16061110070000,BaseParcel
16061110080000,206,27010,103600,14400,118000,41.90603893,-87.79766286,1118 N KENILWORTH AVE,,3594.0,8000.0,1931.0,Single-Family,1.0,41.90603671540636,-87.79753666250159,arcgis_pin14,16061110080000,BaseParcel
16061110090000,206,27010,86600,14400,101000,41.90589618,-87.79766405,1114 N KENILWORTH AVE,,3012.0,8000.0,1929.0,Single-Family,1.0,41.90589962202139,-87.79753271926367,arcgis_pin14,16061110090000,BaseParcel
16061110100000,206,27010,75600,14400,90000,41.90577278,-87.79764746,1110 N KENILWORTH AVE,,2453.0,8000.0,1926.0,Single-Family,1.0,41.90576250134241,-87.79752879667552,arcgis_pin14,16061110100000,BaseParcel
16061110110000,205,27010,62600,14400,77000,41.90562354,-87.79764871,1104 N KENILWORTH AVE,,2159.0,8000.0,1942.0,Single-Family,1.0,41.90562543575314,-87.79752489322433,arcgis_pin14,16061110110000,BaseParcel
16061110120000,205,27010,64258,14742,79000,41.90550646,-87.79759742,1100 N KENILWORTH AVE,,2184.0,8190.0,1938.0,Single-Family,1.0,41.90548661360167,-87.79752091621248,arcgis_pin14,16061110120000,BaseParcel
16061110130000,206,27010,77600,14400,92000,41.90698572,-87.79683454,1147 N GROVE AVE,,2630.0,8000.0,1943.0,Single-Family,1.0,41.9070054197129,-87.79691698107456,arcgis_pin14,16061110130000,BaseParcel
16061110140000,205,27010,53600,14400,68000,41.90687531,-87.79682724,1143 N GROVE AVE,,2048.0,8000.0,1928.0,Single-Family,1.0,41.90686832821922,-87.79691342635377,arcgis_pin14,16061110140000,BaseParcel
16061110150000,206,27010,75600,14400,90000,41.9067196,-87.79682855,1139 N GROVE AVE,,2872.0,8000.0,1938.0,Single-Family,1.0,41.90673120926862,-87.79690987194743,arcgis_pin14,16061110150000,BaseParcel
16061110160000,278,27010,101600,14400,116000,41.90659628,-87.79682958,1135 N GROVE AVE,,3067.0,8000.0,2009.0,Single-Family,1.0,41.90659411776838,-87.79690631680806,arcgis_pin14,16061110160000,BaseParcel
16061110170000,205,27010,50600,14400,65000,41.90645307,-87.79678732,1131 N GROVE AVE,,1882.0,8000.0,1935.0,Single-Family,1.0,41.90645705417991,-87.79690276313116,arcgis_pin14,16061110170000,BaseParcel
16061110180000,278,27010,98600,14400,113000,41.90633012,-87.79686646,1125 N GROVE AVE,,3728.0,8000.0,1998.0,Single-Family,1.0,41.90631990776012,-87.7968992088318,arcgis_pin14,16061110180000,BaseParcel
16061110190000,203,27010,39600,14400,54000,41.90619999,-87.79679766,1121 N GROVE AVE,,1575.0,8000.0,1928.0,Single-Family,1.0,41.9061827887907,-87.79689565440162,arcgis_pin14,16061110190000,BaseParcel
16061110200000,205,27010,50600,14400,65000,41.90605068,-87.79678188,1117 N GROVE AVE,,1868.0,8000.0,1926.0,Single-Family,1.0,41.90604569728292,-87.79689209938321,arcgis_pin14,16061110200000,BaseParcel
16061110210000,205,27010,57600,14400,72000,41.90590789,-87.79677426,1115 N GROVE AVE,,2140.0,8000.0,1940.0,Single-Family,1.0,41.90590863322551,-87.79688854540325,arcgis_pin14,16061110210000,BaseParcel
16061110220000,206,27010,66600,14400,81000,41.905778,-87.79675773,1111 N GROVE AVE,,2237.0,8000.0,1942.0,Single-Family,1.0,41.90577148724272,-87.79688499086544,arcgis_pin14,16061110220000,BaseParcel
16061110230000,204,27010,60600,14400,75000,41.90564217,-87.7968546,1107 N GROVE AVE,,2621.0,8000.0,1928.0,Single-Family,1.0,41.9056344231787,-87.79688145329754,arcgis_pin14,16061110230000,BaseParcel
16061110240000,206,27010,67397,14603,82000,41.90549918,-87.79680353,1101 N GROVE AVE,,2655.0,8113.0,1928.0,Single-Family,1.0,41.905495987052845,-87.79687788080916,arcgis_pin14,16061110240000,BaseParcel
16061120010000,204,27010,46330,14670,61000,41.90699938,-87.79618436,1146 N GROVE AVE,,1860.0,8150.0,1948.0,Single-Family,1.0,41.90701707261985,-87.79608133066819,arcgis_pin14,16061120010000,BaseParcel
16061120020000,278,27010,78330,14670,93000,41.90686526,-87.79617037,1140 N GROVE AVE,,2978.0,8150.0,1997.0,Single-Family,1.0,41.90688003585748,-87.79607774095709,arcgis_pin14,16061120020000,BaseParcel
16061120030000,203,27010,50330,14670,65000,41.90674834,-87.79615374,1138 N GROVE AVE,,1798.0,8150.0,1926.0,Single-Family,1.0,41.9067429716382,-87.79607415067113,arcgis_pin14,16061120030000,BaseParcel
16061120040000,206,27010,99330,14670,114000,41.9065989,-87.7961638,1132 N GROVE AVE,,3313.0,8150.0,1936.0,Single-Family,1.0,41.90660588040365,-87.79607056087735,arcgis_pin14,16061120040000,BaseParcel
16061120050000,206,27010,57330,14670,72000,41.90645627,-87.79619142,1130 N GROVE AVE,,2269.0,8150.0,1930.0,Single-Family,1.0,41.90646878871567,-87.79606697199094,arcgis_pin14,16061120050000,BaseParcel
16061120060000,205,27010,61330,14670,76000,41.90632647,-87.79619251,1126 N GROVE AVE,,2021.0,8150.0,1930.0,Single-Family,1.0,41.906331697027234,-87.7960633824207,arcgis_pin14,16061120060000,BaseParcel
16061120070000,206,27010,80330,14670,95000,41.90618359,-87.79616728,1122 N GROVE AVE,,3192.0,8150.0,1930.0,Single-Family,1.0,41.906194632789116,-87.79605979255948,arcgis_pin14,16061120070000,BaseParcel
16061120080000,206,27010,61330,14670,76000,41.90605379,-87.79616837,1118 N GROVE AVE,,2252.0,8150.0,1930.0,Single-Family,1.0,41.906057568553365,-87.79605620278406,arcgis_pin14,16061120080000,BaseParcel
16061120090000,204,27010,51330,14670,66000,41.90591723,-87.79610843,1112 N GROVE AVE,,2228.0,8150.0,1954.0,Single-Family,1.0,41.905920504311496,-87.79605261325986,arcgis_pin14,16061120090000,BaseParcel
16061120100000,206,27010,70330,14670,85000,41.9057807,-87.79610958,1110 N GROVE AVE,,2401.0,8150.0,1924.0,Single-Family,1.0,41.90578341305721,-87.79604902371379,arcgis_pin14,16061120100000,BaseParcel
16061120110000,206,27010,81330,14670,96000,41.9056509,-87.79611066,1106 N GROVE AVE,,2786.0,8150.0,1929.0,Single-Family,1.0,41.90564632134947,-87.79604543416092,arcgis_pin14,16061120110000,BaseParcel
16061120120000,206,27010,82092,14908,97000,41.90550819,-87.79612067,1102 N GROVE AVE,,2695.0,8282.0,1927.0,Single-Family,1.0,41.90550826929177,-87.79604182167066,arcgis_pin14,16061120120000,BaseParcel
16061120130000,234,27010,41330,14670,56000,41.90701872,-87.79540089,1147 N OAK PARK AVE,,1632.0,8150.0,1964.0,Single-Family,1.0,41.90702623885042,-87.7954249034193,arcgis_pin14,16061120130000,BaseParcel
16061120140000,206,27010,67330,14670,82000,41.90690016,-87.79532267,1141 N OAK PARK AVE,,2805.0,8150.0,1927.0,Single-Family,1.0,41.906889174900364,-87.79542127804477,arcgis_pin14,16061120140000,BaseParcel
16061120150000,206,27010,68330,14670,83000,41.90675089,-87.79531511,1139 N OAK PARK AVE,,2320.0,8150.0,1929.0,Single-Family,1.0,41.906752137950484,-87.79541765299871,arcgis_pin14,16061120150000,BaseParcel
16061120160000,206,27010,77330,14670,92000,41.90662088,-87.79532501,1135 N OAK PARK AVE,,3197.0,8150.0,1930.0,Single-Family,1.0,41.90661507354369,-87.79541402826854,arcgis_pin14,16061120160000,BaseParcel
16061120170000,205,27010,52330,14670,67000,41.90647813,-87.79532621,1131 N OAK PARK AVE,,1784.0,8150.0,1955.0,Single-Family,1.0,41.90647798166869,-87.79541040325856,arcgis_pin14,16061120170000,BaseParcel
16061120180000,206,27010,75330,14670,90000,41.90636128,-87.79532719,1125 N OAK PARK AVE,,2751.0,8150.0,1926.0,Single-Family,1.0,41.90634088979601,-87.79540677816858,arcgis_pin14,16061120180000,BaseParcel
16061120190000,206,27010,70330,14670,85000,41.90619906,-87.79531975,1123 N OAK PARK AVE,,2560.0,8150.0,1929.0,Single-Family,1.0,41.90620382537936,-87.79540315330233,arcgis_pin14,16061120190000,BaseParcel
16061120200000,206,27010,75330,14670,90000,41.90607565,-87.79530316,1119 N OAK PARK AVE,,2882.0,8150.0,1929.0,Single-Family,1.0,41.90606676140388,-87.79539952811007,arcgis_pin14,16061120200000,BaseParcel
16061120210000,206,27010,59330,14670,74000,41.90593934,-87.79529609,1115 N OAK PARK AVE,,2572.0,8150.0,1927.0,Single-Family,1.0,41.90592969698062,-87.79539590298589,arcgis_pin14,16061120210000,BaseParcel
16061120220000,206,27010,66330,14670,81000,41.90577694,-87.79530567,1111 N OAK PARK AVE,,2479.0,8150.0,1957.0,Single-Family,1.0,41.905792605089125,-87.79539227803807,arcgis_pin14,16061120220000,BaseParcel
16061120230000,206,27010,57330,14670,72000,41.90566022,-87.79533308,1107 N OAK PARK AVE,,2720.0,8150.0,1925.0,Single-Family,1.0,41.90565551320002,-87.79538865345947,arcgis_pin14,16061120230000,BaseParcel
16061120240000,278,27010,87188,14812,102000,41.90551137,-87.79541647,1101 N OAK PARK AVE,,3278.0,8229.0,1987.0,Single-Family,1.0,41.90551779002203,-87.7953850023759,arcgis_pin14,16061120240000,BaseParcel
16061130070000,211,27010,66016,14310,80326,41.90423159,-87.80517715,1321 N HARLEM AVE,Six,8730.0,7950.0,1953.0,Multi-Family,1.0,41.9042132687931,-87.80515275377554,arcgis_pin14,16061130070000,BaseParcel
16061130130000,205,27010,56381,15619,72000,41.90505032,-87.80441633,1105 GREENFIELD ST,,1994.0,8677.0,1935.0,Single-Family,1.0,41.905057111940835,-87.80454221266976,arcgis_pin14,16061130130000,BaseParcel
16061130140000,206,27010,85970,15030,101000,41.90492577,-87.80437571,1043 N MARION ST,,3634.0,8350.0,1937.0,Single-Family,2.0,41.90491609041598,-87.80453723366169,arcgis_pin14,16061130140000,BaseParcel
16061130150000,205,27010,51970,15030,67000,41.90477302,-87.80437301,1039 N MARION ST,,1938.0,8350.0,1939.0,Single-Family,1.0,41.904779020105785,-87.80453239310282,arcgis_pin14,16061130150000,BaseParcel
16061130160000,205,27010,45970,15030,61000,41.90465243,-87.80438711,1035 N MARION ST,,2104.0,8350.0,1929.0,Single-Family,1.0,41.90464197832678,-87.80452753913141,arcgis_pin14,16061130160000,BaseParcel
16061130170000,206,27010,66970,15030,82000,41.90449605,-87.80441898,1031 N MARION ST,,2592.0,8350.0,1938.0,Single-Family,1.0,41.90450493530001,-87.80452268004333,arcgis_pin14,16061130170000,BaseParcel
16061130180000,206,27010,67970,15030,83000,41.90436219,-87.80438514,1027 N MARION ST,,2762.0,8350.0,1937.0,Single-Family,1.0,41.90436783842074,-87.80451781562903,arcgis_pin14,16061130180000,BaseParcel
16061130190000,206,27010,68068,15932,84000,41.90424478,-87.80438174,1023 N MARION ST,,2506.0,8851.0,1938.0,Single-Family,1.0,41.90422618469676,-87.80451281051877,arcgis_pin14,16061130190000,BaseParcel
